"id","etiqueta_original","texto_original","top_terminos_tfidf"
"853","positivo","La entrega estuvo rápida y la funda llegó tal cual se anunciaba.","funda:1.6306, anunciar:1.4015, entrega:1.1441, rápido:1.0488"
"854","negativo","La memoria USB llegó incompleta y no pude usarla como debería.","incompleta:1.3045, memoria:1.2599, deber:1.1926, usb:1.1423, no:0.4735"
"855","neutro","Lo pedí en color negro y llegó en color negro.","negro:2.5197, color:1.8760, pedir:1.1926"
"856","mixto","Me gustó el diseño, pero no la sensación del material.","sensación:0.9938, diseño:0.8906, material:0.7119, gustar:0.6030, pero:0.4376"
"857","positivo","Me gustó mucho el organizador; es fácil de usar, útil y tiene buen acabado.","organizador:1.2026, útil:0.8906, fácil:0.8459, acabado:0.8107, gustar:0.6030"
"858","negativo","No era lo que anunciaban; en persona se ve mucho más barato.","persona:1.4573, anunciar:1.4015, barato:1.2689, no:0.5919"
"859","neutro","Pesa poco y cabe en una mochila estándar.","caber:2.0998, mochila:1.8079, estándar:1.6548"
"860","mixto","Llegó rápido y bien empacado, pero venía un accesorio faltante.","faltante:0.8999, empacado:0.7528, accesorio:0.6949, rápido:0.5993, venir:0.5335"
"861","positivo","No me arrepiento de la compra, ha funcionado mejor de lo que esperaba.","arrepientir:0.9519, esperar:0.6837, mejor:0.6837, compra:0.6224, funcionar:0.5332"
"862","negativo","Se supone que era nuevo, pero parecía usado.","suponer:1.5748, usado:1.5292, parecer:1.3777, pero:0.6564"
"863","neutro","La entrega se realizó en la fecha indicada.","fecha:1.8687, indicado:1.6059, entrega:1.5255"
"864","mixto","Funciona mejor de lo que esperaba, aunque el manual viene muy confuso.","confuso:0.8739, manual:0.7634, esperar:0.5860, mejor:0.5860, venir:0.5335"
"865","positivo","No tengo quejas sobre la lámpara; todo llegó completo y funciona como debe.","lámpara:1.2234, queja:1.1659, completo:0.8542, funcionar:0.6398, no:0.4735"
"866","negativo","Se calentó demasiado y preferí dejar de usarlo.","preferir:2.0998, dejar:2.0390, calentar:1.8687"
"867","neutro","El paquete llegó cerrado; falta probar el producto.","probar:1.2599, faltar:1.1659, cerrado:1.1423, paquete:0.9226, producto:0.6363"
"868","mixto","El precio es bueno, sin embargo tiene algunos detalles de fabricación.","fabricación:1.0195, embargo:0.8364, bueno:0.7569, detalle:0.7569, precio:0.6502"
"869","positivo","Hasta ahorita todo bien con los audífonos, ya los usé varias veces y cero problemas.","ahorito:1.2234, usé:1.2234, audífono:1.1022, problema:0.9153, bien:0.6568"
"870","negativo","Nada que ver con la descripción, no lo recomiendo.","descripción:1.5633, recomeir:1.5025, no:0.7892"
"871","neutro","No sé si recomendarlo todavía porque apenas lo estoy configurando.","configurar:3.1497, no:1.1837"
"872","mixto","No me arrepiento de comprarlo, pero sí esperaba un poco más de calidad.","arrepientir:1.1423, esperar:0.8204, calidad:0.7029, pero:0.5251, no:0.4735"
"873","positivo","Aunque el envío tardó un poco, el mouse llegó en buenas condiciones y funciona perfecto.","buena:0.7454, mouse:0.6780, condición:0.6420, perfecto:0.6205, envío:0.6080"
"874","negativo","El empaque estaba bien, pero por dentro venía dañado.","dañado:1.1212, empaque:0.9728, venir:0.7469, bien:0.6568, pero:0.5251"
"875","neutro","Cuenta con las piezas que se muestran en la imagen.","imagen:2.0390, mostrar:1.8687, pieza:1.6548"
"876","mixto","Sirve para lo básico, aunque no se siente muy resistente.","resistente:1.0151, básico:0.9728, servir:0.8886, aunque:0.6568, no:0.4735"
"877","positivo","Por fin algo que sí cumple lo que dice la publicación.","publicación:2.3654, cumplir:1.8672"
"878","negativo","Me arrepentí de comprarlo; no cumplió ni con lo básico.","arrepentir:1.5748, básico:1.2161, cumplir:0.9336, no:0.5919"
"879","neutro","La caja presenta información del modelo y número de serie.","número:1.0499, serie:1.0499, modelo:0.9938, información:0.9716, presentar:0.9040"
"880","mixto","La compra estuvo bien en general, pero el color no coincide totalmente con la foto.","totalmente:0.6797, general:0.6346, coincidir:0.5304, foto:0.5256, color:0.5211"
"881","positivo","Llegó bien empacado, sin golpes y funcionando desde el primer momento.","momento:1.0499, golpe:0.9040, empacado:0.8783, sin:0.5719, bien:0.5473"
"882","negativo","No, definitivamente no vale lo que cuesta.","definitivamente:1.2599, costar:1.1423, valer:1.1212, no:0.9470"
"883","neutro","Llegó junto con un cable y una guía rápida.","guía:1.9876, cable:1.7121, rápido:1.3984"
"884","mixto","Funciona y se ve bien, pero hace más ruido de lo que pensé.","ruido:1.1659, pensar:0.9826, bien:0.6568, funcionar:0.6398, pero:0.5251"
"885","positivo","No es de lujo, pero sí cumple y me dejó satisfecho.","lujo:1.2599, satisfecho:1.2234, cumplir:0.7469, pero:0.5251, no:0.4735"
"886","negativo","La calidad es muy mala y el material se siente corriente.","corriente:1.5292, material:1.0678, malo:1.0550, calidad:0.8786"
"887","neutro","Hasta ahora solo puedo confirmar que la presentación coincide con la publicación.","confirmar:1.4279, coincidir:1.1933, publicación:1.1827, presentación:1.1627"
"888","mixto","Llegó completo y a tiempo, aunque una pieza venía ligeramente rayada.","ligeramente:0.8999, rayado:0.8009, pieza:0.7092, tiempo:0.7019, completo:0.6102"
"889","positivo","La neta sí me gustó la crema; se siente de buena calidad y cumple con lo que promete.","crema:0.7634, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"890","negativo","Apenas lo saqué de la caja y ya tenía una pieza floja.","saqué:1.5292, flojo:1.4907, pieza:1.2411, caja:1.1269"
"891","neutro","El teclado llegó en una caja color café y contiene los accesorios mostrados.","café:0.8739, contener:0.8518, mostrado:0.8518, teclado:0.8328, accesorio:0.6949"
"892","mixto","Me encantó al principio, pero después de varios días empezó a presentar fallas pequeñas.","principio:0.8999, empezar:0.8009, presentar:0.7748, pequeño:0.7528, encantar:0.7169"
"893","positivo","Pensé que por el precio iba a estar regular, sin embargo la cámara me sorprendió para bien.","sorprender:0.7287, cámara:0.7139, regular:0.6501, embargo:0.6273, pensar:0.6141"
"894","negativo","Funciona a ratos; para mí eso ya es una falla importante.","rato:1.4907, importante:1.4573, falla:1.2283, funcionar:0.7998"
"895","neutro","Recibí la cámara hoy; todavía no hago pruebas.","prueba:1.5292, cámara:1.4279, recibir:1.1827, no:0.5919"
"896","mixto","No es malo, aunque por el precio esperaba algo mejor.","malo:0.7033, esperar:0.6837, mejor:0.6837, precio:0.6502, aunque:0.5473"
"897","positivo","Muy bueno...","bueno:4.5415"
"898","negativo","No cumplió mis expectativas y el soporte tampoco resolvió el problema.","soporte:0.9938, expectativa:0.9040, resolver:0.9040, problema:0.7628, cumplir:0.6224"
"899","neutro","Las medidas son aproximadamente las indicadas en la publicación.","medida:2.0390, indicado:1.6059, publicación:1.5769"
"900","mixto","Tiene buen desempeño, pero el empaque dejó mucho que desear.","desear:1.2599, desempeño:1.2234, empaque:0.9728, buen:0.6752, pero:0.5251"
"901","positivo","Lo compré para un familiar y quedó encantado; el juguete cumple muy bien.","encantado:1.1350, familiar:1.1350, juguete:0.9040, comprar:0.7688, cumplir:0.6224"
"902","negativo","No recomiendo el cargador; desde el primer día empezó a fallar.","empezar:1.1212, cargador:1.0539, fallar:0.9635, recomeir:0.9015, no:0.4735"
"903","neutro","La caja incluye el producto, un manual y los accesorios correspondientes.","correspondiente:1.0871, incluir:0.9716, manual:0.8906, accesorio:0.8107, caja:0.7513"
"904","mixto","Está práctico y fácil de usar; sin embargo, el cable incluido es muy corto.","corto:0.8999, incluido:0.8009, práctico:0.7634, cable:0.7337, fácil:0.7251"
"905","positivo","No esperaba mucho de la cafetera, pero salió muy buena y hasta ahora no me ha fallado.","cafetero:0.8513, salir:0.6080, fallar:0.6022, no:0.5919, esperar:0.5128"
"906","negativo","La neta salió malo, no duró ni una semana.","durar:1.0499, semana:1.0499, salir:0.8107, neta:0.7955, malo:0.7033"
"907","neutro","Llegó.","llegar:5.0755"
"908","mixto","Cumplió con la función principal, pero la calidad de algunos materiales es regular.","principal:0.8999, función:0.7748, regular:0.7430, material:0.6102, cumplir:0.5335"
"909","positivo","Buena compra: práctico, funcional y sin detalles visibles.","visible:0.8518, funcional:0.8328, práctico:0.7634, detalle:0.6488, compra:0.5335"
"910","negativo","Aunque se veía bien en las fotos, el perfume llegó con detalles y no funciona correctamente.","perfume:0.7139, correctamente:0.6680, foto:0.5913, detalle:0.5677, aunque:0.4105"
"911","neutro","Ya lo recibí.","recibir:4.7307"
"912","mixto","Sí lo usaría otra vez, aunque no sé si pagaría el mismo precio.","pagar:1.4907, precio:0.9754, aunque:0.8209, no:0.5919"
"913","positivo","No pensé decirlo, pero sí valió la pena comprar el termo.","pena:0.8739, termo:0.8739, valer:0.8009, pensar:0.7019, comprar:0.6590"
"914","negativo","Muy mal.","mal:3.0585, mucho:3.0585"
"915","neutro","El color coincide con el que aparece en las fotos.","aparecer:1.4279, coincidir:1.1933, foto:1.1827, color:1.1725"
"916","mixto","La licuadora funciona bien, pero la entrega llegó tarde y la caja venía maltratada.","licuadora:0.6123, maltratado:0.5938, tarde:0.5405, entrega:0.5085, caja:0.5008"
"917","positivo","La mochila se ve mejor en persona que en las fotos, muy recomendable.","mochilo:1.2599, recomendable:1.2234, persona:1.1659, foto:0.9461, mejor:0.8204"
"918","negativo","No sirve.","servir:2.2215, no:1.1837"
"919","neutro","El material es plástico y tiene acabado mate.","mate:1.5748, plástico:1.5748, acabado:1.2161, material:1.0678"
"920","mixto","Me gustaron los tenis, aunque el material se siente más barato de lo que esperaba.","tenis:0.9040, barato:0.8459, material:0.7119, esperar:0.6837, gustar:0.6030"
"921","positivo","Aunque tenía mis dudas por algunas reseñas, la bocina me salió excelente.","reseña:1.0195, duda:0.9344, bocina:0.8783, salir:0.8107, excelente:0.7751"
"922","negativo","No hace lo que promete y además se siente de baja calidad.","bajo:1.4573, prometer:1.2840, calidad:0.8786, no:0.5919"
"923","neutro","El paquete fue entregado por la tarde.","entregar:1.9431, tarde:1.6214, paquete:1.5376"
"924","mixto","La neta sí sirve, pero no me encantó la calidad del acabado.","encantar:0.7169, acabado:0.6949, neta:0.6819, servir:0.6347, calidad:0.5020"
"925","positivo","Lo probé varios días antes de opinar y el power bank sigue funcionando sin problema.","opinar:0.9318, prober:0.9318, bank:0.7748, power:0.7748, problema:0.6538"
"926","negativo","La entrega llegó tarde y la lámpara venía golpeada.","lámpara:1.2234, golpeado:1.0272, tarde:0.9728, entrega:0.9153, venir:0.7469"
"927","neutro","Lo compré para uso doméstico.","doméstico:2.0998, comprar:1.5376, uso:1.5025"
"928","mixto","La cámara está bonita y funciona, sin embargo llegó con un pequeño golpe.","cámara:0.8159, golpe:0.7748, pequeño:0.7528, embargo:0.7169, bonito:0.6949"
"929","positivo","Me encantó. No es perfecto, pero por lo que cuesta está excelente.","costar:0.9519, encantar:0.8364, perfecto:0.8274, excelente:0.7751, pero:0.4376"
"930","negativo","Pensé que sería aceptable por el precio, pero fue una mala compra.","aceptable:0.9716, pensar:0.8188, malo:0.7033, precio:0.6502, compra:0.6224"
"931","neutro","Tiene un botón frontal y dos indicadores laterales.","frontal:1.5748, indicador:1.5748, lateral:1.5748, botón:1.5292"
"932","mixto","Cumple, pero pudo estar mejor.","mejor:1.3674, cumplir:1.2448, pero:0.8752"
"933","positivo","Sí recomiendo la compra; para uso diario me ha resultado bastante buena.","resultar:1.0499, diario:0.9938, recomeir:0.7513, uso:0.7513, compra:0.6224"
"934","negativo","No me gustó nada; se siente frágil y falla seguido.","seguido:1.2599, frágil:1.1022, fallar:0.9635, gustar:0.7237, no:0.4735"
"935","neutro","Aún no puedo decir si funciona bien o mal; apenas lo abrí.","abrí:1.5748, bien:0.8209, funcionar:0.7998, no:0.5919"
"936","mixto","Está bueno, aunque tiene sus detalles.","bueno:1.5138, detalle:1.5138, aunque:1.0946"
"937","positivo","No me arrepiento de la compra, ha funcionado mejor de lo que esperaba.","arrepientir:0.9519, esperar:0.6837, mejor:0.6837, compra:0.6224, funcionar:0.5332"
"938","negativo","El ventilador funcionó una vez y después ya no quiso prender.","querer:1.2599, ventilador:1.2599, prender:1.1423, funcionar:0.6398, no:0.4735"
"939","neutro","El tamaño es mediano, similar al de la descripción.","mediano:1.5748, similar:1.5292, tamaño:1.4907, descripción:1.1725"
"940","mixto","Me gustó mucho, pero la batería dura menos de lo anunciado.","anunciado:1.1659, duro:1.0272, batería:0.9826, gustar:0.7237, pero:0.5251"
"941","positivo","Hasta ahorita todo bien con la lámpara, ya la usé varias veces y cero problemas.","ahorito:1.2234, lámpara:1.2234, usé:1.2234, problema:0.9153, bien:0.6568"
"942","negativo","No volvería a comprarlo, mejor gasten un poco más en otra opción.","gastar:1.2599, opción:1.2599, volver:1.1022, mejor:0.8204, no:0.4735"
"943","neutro","No tengo una opinión todavía, solo confirmo que ya recibí el producto.","opinión:1.2599, confirmar:1.1423, recibir:0.9461, producto:0.6363, no:0.4735"
"944","mixto","No está mal, pero tampoco diría que es excelente.","excelente:1.5502, pero:0.8752, no:0.7892"
"945","positivo","La entrega estuvo rápida y los tenis llegaron tal cual se anunciaban.","teni:1.4431, anunciar:1.1212, llegar:1.0151, entrega:0.9153, rápido:0.8390"
"946","negativo","Aunque intenté usarlo varias veces, nunca funcionó bien.","intentar:1.2234, nunca:1.2234, aunque:0.6568, bien:0.6568, funcionar:0.6398"
"947","neutro","Viene sin baterías incluidas.","incluido:1.4015, batería:1.2283, venir:0.9336, sin:0.8579"
"948","mixto","La calidad es buena; aun así, el paquete fue demasiado lento.","lento:1.4907, paquete:1.1532, calidad:0.8786, buen:0.8440"
"949","positivo","No tengo quejas sobre el cable; todo llegó completo y funciona como debe.","queja:1.1659, cable:1.0272, completo:0.8542, funcionar:0.6398, no:0.4735"
"950","negativo","Decepcionante: mala calidad, mal acabado y cero confianza.","decepcionante:1.2234, confianza:1.1926, acabado:0.9728, malo:0.8440, calidad:0.7029"
"951","neutro","La publicación indica una garantía y el paquete incluye una hoja con instrucciones.","hoja:0.8999, garantía:0.8739, indicar:0.8739, instrucción:0.8739, incluir:0.8328"
"952","mixto","Sí hace su función, aunque a veces se traba.","trar:2.0998, función:1.8079, aunque:1.0946"
"953","positivo","Pensé que por el precio iba a estar regular, sin embargo la plancha me sorprendió para bien.","sorprender:0.7287, plancha:0.7008, regular:0.6501, embargo:0.6273, pensar:0.6141"
"954","negativo","La cafetera llegó incompleta y no pude usarla como debería.","cafetera:1.6306, incompleta:1.6306, deber:1.4907, no:0.5919"
"955","neutro","Lo pedí en color negro y llegó en color negro.","negro:2.5197, color:1.8760, pedir:1.1926"
"956","mixto","Me gustó el diseño, pero no la sensación del material.","sensación:0.9938, diseño:0.8906, material:0.7119, gustar:0.6030, pero:0.4376"
"957","positivo","El precio me parecía sospechosamente bajo, pero la compra salió buena.","sospechosamente:0.8999, parecer:0.7873, salir:0.6949, precio:0.5573, compra:0.5335"
"958","negativo","No era lo que anunciaban; en persona se ve mucho más barato.","persona:1.4573, anunciar:1.4015, barato:1.2689, no:0.5919"
"959","neutro","Pesa poco y cabe en una mochila estándar.","caber:2.0998, mochila:1.8079, estándar:1.6548"
"960","mixto","Llegó rápido y bien empacado, pero venía un accesorio faltante.","faltante:0.8999, empacado:0.7528, accesorio:0.6949, rápido:0.5993, venir:0.5335"
"961","positivo","No es de lujo, pero sí cumple y me dejó satisfecho.","lujo:1.2599, satisfecho:1.2234, cumplir:0.7469, pero:0.5251, no:0.4735"
"962","negativo","Se supone que era nuevo, pero parecía usado.","suponer:1.5748, usado:1.5292, parecer:1.3777, pero:0.6564"
"963","neutro","La entrega se realizó en la fecha indicada.","fecha:1.8687, indicado:1.6059, entrega:1.5255"
"964","mixto","Funciona mejor de lo que esperaba, aunque el manual viene muy confuso.","confuso:0.8739, manual:0.7634, esperar:0.5860, mejor:0.5860, venir:0.5335"
"965","positivo","Por fin algo que sí cumple lo que dice la publicación.","publicación:2.3654, cumplir:1.8672"
"966","negativo","Se calentó demasiado y preferí dejar de usarlo.","preferir:2.0998, dejar:2.0390, calentar:1.8687"
"967","neutro","El paquete llegó cerrado; falta probar el producto.","probar:1.2599, faltar:1.1659, cerrado:1.1423, paquete:0.9226, producto:0.6363"
"968","mixto","El precio es bueno, sin embargo tiene algunos detalles de fabricación.","fabricación:1.0195, embargo:0.8364, bueno:0.7569, detalle:0.7569, precio:0.6502"
"969","positivo","La neta sí me gustó la freidora; se siente de buena calidad y cumple con lo que promete.","freidora:0.8159, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"970","negativo","Nada que ver con la descripción, no lo recomiendo.","descripción:1.5633, recomeir:1.5025, no:0.7892"
"971","neutro","No sé si recomendarlo todavía porque apenas lo estoy configurando.","configurar:3.1497, no:1.1837"
"972","mixto","No me arrepiento de comprarlo, pero sí esperaba un poco más de calidad.","arrepientir:1.1423, esperar:0.8204, calidad:0.7029, pero:0.5251, no:0.4735"
"973","positivo","Aunque el paquete tardó un poco, el ventilador llegó en buenas condiciones y funciona perfecto.","ventilador:0.7874, buena:0.7454, condición:0.6420, perfecto:0.6205, tardar:0.6022"
"974","negativo","El empaque estaba bien, pero por dentro venía dañado.","dañado:1.1212, empaque:0.9728, venir:0.7469, bien:0.6568, pero:0.5251"
"975","neutro","Cuenta con las piezas que se muestran en la imagen.","imagen:2.0390, mostrar:1.8687, pieza:1.6548"
"976","mixto","Sirve para lo básico, aunque no se siente muy resistente.","resistente:1.0151, básico:0.9728, servir:0.8886, aunque:0.6568, no:0.4735"
"977","positivo","Llegó bien empacado, sin golpes y funcionando desde el primer momento.","momento:1.0499, golpe:0.9040, empacado:0.8783, sin:0.5719, bien:0.5473"
"978","negativo","Me arrepentí de comprarlo; no cumplió ni con lo básico.","arrepentir:1.5748, básico:1.2161, cumplir:0.9336, no:0.5919"
"979","neutro","La caja presenta información del modelo y número de serie.","número:1.0499, serie:1.0499, modelo:0.9938, información:0.9716, presentar:0.9040"
"980","mixto","La compra estuvo bien en general, pero el color no coincide totalmente con la foto.","totalmente:0.6797, general:0.6346, coincidir:0.5304, foto:0.5256, color:0.5211"
"981","positivo","No pensé decirlo, pero sí valió la pena comprar la memoria USB.","memoria:0.7874, pena:0.7646, usb:0.7139, valer:0.7008, pensar:0.6141"
"982","negativo","No, definitivamente no vale lo que cuesta.","definitivamente:1.2599, costar:1.1423, valer:1.1212, no:0.9470"
"983","neutro","Llegó junto con un cable y una guía rápida.","guía:1.9876, cable:1.7121, rápido:1.3984"
"984","mixto","Funciona y se ve bien, pero hace más ruido de lo que pensé.","ruido:1.1659, pensar:0.9826, bien:0.6568, funcionar:0.6398, pero:0.5251"
"985","positivo","10/10, sí lo volvería a comprar.","volver:2.7554, comprar:2.3065"
"986","negativo","La calidad es muy mala y el material se siente corriente.","corriente:1.5292, material:1.0678, malo:1.0550, calidad:0.8786"
"987","neutro","Hasta ahora solo puedo confirmar que la presentación coincide con la publicación.","confirmar:1.4279, coincidir:1.1933, publicación:1.1827, presentación:1.1627"
"988","mixto","Llegó completo y a tiempo, aunque una pieza venía ligeramente rayada.","ligeramente:0.8999, rayado:0.8009, pieza:0.7092, tiempo:0.7019, completo:0.6102"
"989","positivo","Me gustó mucho el reloj; es fácil de usar, útil y tiene buen acabado.","útil:0.8906, fácil:0.8459, reloj:0.8459, acabado:0.8107, gustar:0.6030"
"990","negativo","Apenas lo saqué de la caja y ya tenía una pieza floja.","saqué:1.5292, flojo:1.4907, pieza:1.2411, caja:1.1269"
"991","neutro","El reloj llegó en una caja color café y contiene los accesorios mostrados.","café:0.8739, contener:0.8518, mostrado:0.8518, reloj:0.7251, accesorio:0.6949"
"992","mixto","Me encantó al principio, pero después de varios días empezó a presentar fallas pequeñas.","principio:0.8999, empezar:0.8009, presentar:0.7748, pequeño:0.7528, encantar:0.7169"
"993","positivo","Aunque tenía mis dudas por algunas reseñas, la rasuradora me salió excelente.","reseña:1.0195, rasuradora:0.9519, duda:0.9344, salir:0.8107, excelente:0.7751"
"994","negativo","Funciona a ratos; para mí eso ya es una falla importante.","rato:1.4907, importante:1.4573, falla:1.2283, funcionar:0.7998"
"995","neutro","Recibí el power bank hoy; todavía no hago pruebas.","prueba:1.2234, bank:1.0848, power:1.0848, recibir:0.9461, no:0.4735"
"996","mixto","No es malo, aunque por el precio esperaba algo mejor.","malo:0.7033, esperar:0.6837, mejor:0.6837, precio:0.6502, aunque:0.5473"
"997","positivo","Buena compra: práctico, funcional y sin detalles visibles.","visible:0.8518, funcional:0.8328, práctico:0.7634, detalle:0.6488, compra:0.5335"
"998","negativo","No cumplió mis expectativas y el soporte tampoco resolvió el problema.","soporte:0.9938, expectativa:0.9040, resolver:0.9040, problema:0.7628, cumplir:0.6224"
"999","neutro","Las medidas son aproximadamente las indicadas en la publicación.","medida:2.0390, indicado:1.6059, publicación:1.5769"
"1000","mixto","Tiene buen desempeño, pero el empaque dejó mucho que desear.","desear:1.2599, desempeño:1.2234, empaque:0.9728, buen:0.6752, pero:0.5251"
